,name,desc,date
369,Entopsis,"Entopsis utilizes a proprietary material science screening platform to develop cost-effective and impactful products.

Our leading solutions:

1) OpsisDx: universal platform to diagnose cancer and various diseases thru urine
www.entopsis.com

2) PCRopsis: series of time & cost saving technologies for the life sciences
www.PCRopsis.com

Website: www.entopsis.com
Connect: https://www.linkedin.com/in/george-huang-61136b1a9/",2022-04-20T22:36:45.383Z
370,Amytrx,"Amytrx is a clinical-stage biopharmaceutical company advancing the next generation of new anti-inflammatory peptide therapies for patients suffering from chronic inflammatory diseases. 
https://www.amytrx.com/
Hopkins connect: Matthew Gonda",2022-04-20T22:36:45.380Z
371,engageSPARK,"engageSPARK enables anyone, anywhere to build and launch SMS and Voice Call messaging, surveying, and decision tree programs to 200+ countries.

NGOs and Governments use engageSPARK to dramatically extend the reach and impact of their social change programs to all poor people in the world who have mobile phones. Similarly, using engageSPARK, businesses expand their customer base and conduct targeted consumer research. It is a self-service website where any non-technical person can easily, quickly, and cheaply create messaging campaigns, curriculums, surveys, reminders, alerts, decision tree programs, etc. to send key information and collect important data from their participants.

Website: www.engagespark.com
Connect: https://www.linkedin.com/in/avnerm/
",2022-04-20T22:36:45.379Z
372,Elixirgen Therapeutics,"Elixirgen Therapeutics is a biotechnology company focused on curing humanity’s ailments through stem cell biology. The company concentrates on regenerative and rejuvenative medicine, and deals with research in both basic science and in the application of the technologies it discovers and refines. They are located in the Science + Technology Park at Johns Hopkins in Baltimore, they inherited all the therapy-related assets, including intellectual property, from its parent company, Elixirgen, LLC.

Website: www.elixirgentherapeutics.com
Connect: https://www.linkedin.com/in/thomas-j-white-294b709/",2022-04-20T22:36:45.374Z
373,Dragonfruit,"Dragonfruit AI is the industry’s first massively-scalable video AI platform. Our technology powers cost-effective, turnkey solution suites for Digital Investigations, Occupancy Management, and Retail Intelligence. The cloud-native solution easily extends to hybrid and on-prem deployments which are priced by consumption. Our flexibility, customizability, and rapid deployment help companies seamlessly transform their video data into business intelligence.

Website: https://www.dragonfruit.ai/
Connect: https://www.linkedin.com/in/padma-duvvuri-47529b/",2022-04-20T22:36:45.370Z
374,EngFlow,"Helen Altshuler - co-founder and CEO. Johns Hopkins Bloomberg School of Public Health Data Science and Specialization (2014-2015). 13 years at JP Morgan Chase (exec director of engineering / tech), and 4 years as engineer at Google. https://www.linkedin.com/in/helen-altshuler/

EngFlow is a SaaS company that helps developers build software faster and ship well-tested products. Its remote execution service typically speeds up software builds by a factor of 10 or more. Created by the engineer who led the development of Bazel, Google's open source build system. https://www.linkedin.com/company/engflow/

No funding news, and 10 employees listed on LinkedIn. ",2022-04-20T22:36:45.367Z
375,Kyverna,"Hopkins connect - Jeffrey Greve (JHU BA in biology), chief scientific officer and founder. Has prior founder / chief scientific officer experience in the life-sciences space - for example, with Delinia which was acquired by Celgene in 2017 for $775M. https://www.linkedin.com/in/jeffrey-greve-a81a413/

Kyverna - cell therapy company engineering and developing a new class of curative living medicines for inflammatory and autoimmune diseases https://kyvernatx.com 

Raised a $25M series A in 2020, with around 40 employees listed on LinkedIn. Relatively later stage of ALC. ",2022-04-20T22:36:45.366Z
376,Nautical Commerce,"Nautical Commerce is a modern ecommerce SaaS platform helping customers unlock growth with a turn-key marketplace solution

Founded March 2020

ALC Alum is a software engineer there: https://www.linkedin.com/in/raymondhunce/",2022-04-20T22:36:45.361Z
377,Fitlab,Founded by ALC alum: https://www.linkedin.com/in/ping-gu-164b1a2a/,2022-04-20T22:36:45.359Z
378,Fytster,"Fytster is a digital recruiting marketplace where applicants and employers are matched on their objective fit using psychometrics. Our platform leads to more diverse candidate pools, simplifies the recruiting process, expedites the process of searching for candidates or jobs, and reduces the number of rounds of interviews.

Just came out of stealth; started in 2021.

https://www.linkedin.com/in/jorcooper/?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAC2yFzABwxlOmmcLEnGGlpWLOHDPrtMSnSQ",2022-04-20T22:36:45.356Z
379,Schmooze,"https://www.linkedin.com/in/indira-rayala/?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACOZiEgBnzx1OeZ4grwvIXJeVOtb0ukzqwA

https://www.schmoozedating.com/

Meme based dating app 

Raised a pre seed in Sept 2021",2022-04-20T22:36:45.355Z
380,BEES,"- bees.com
- Founded in 2019 by AB InBev
- e-commerce & SaaS company looking to transform the sales process
https://www.linkedin.com/in/danielingram1/?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAISihABl4uzS8-QrnqN4xOvQu_WkmiQVFU#",2022-04-20T22:36:45.352Z
381,Pathotrak,"Connected to Head of R&D Heidi Leonard by her husband, Dr. Jeremias Sulam who is an Assistant Professor at Hopkins in the BME department and runs a computational lab on campus. Hop connection is married to the connection at Pathotrak so is a little non-traditional, but could work if the company is cool enough.
https://www.linkedin.com/in/heidi-leonard/

Pathotrak is revolutionizing food safety by reducing the detection time of pathogens (causing foodborne illness) from 1-2 days down to 6 hours. Producers can get results before shipping to avoid outbreaks and costly recalls as well as reduce expensive warehousing and refrigeration costs during testing holds. By streamlining logistics to one 8-hr shift, products can be released one day fresher and plant productivity increased over 30%. It’s the only USDA and FDA compliant innovation in enrichment, and it’s compatible with most current tests and seamlessly fits into producer and lab workflows.

They raised a 1.2M seed in June 2020, with M Ventures’ Maryland Momentum Fund and the University of Maryland’s (UMD) Dingman Center Angels. They have also received a non-dilutive NSF grant.
https://biobuzz.io/1-2m-seed-round-puts-marylands-pathotrak-on-course-to-disrupt-10b-food-safety-market-with-rapid-testing-technology/
",2022-04-20T22:36:45.350Z
382,Turing EdTech,AI application to help overseas students understand and register for overseas courses,2022-04-20T22:36:45.346Z
383,Matthew Figdore,https://www.linkedin.com/in/mfigdore/,2022-04-20T22:36:45.345Z
384,Aircover,"https://www.aircover.ai/
Zoom add on for in-meeting sales tools

Andrew Levy - CEO (JHU'07)
https://www.linkedin.com/in/andrewmlevy/

David Levy - CBO
https://www.linkedin.com/in/dhlevy/

Alex young - CTO
https://www.linkedin.com/in/alexyoung79/",2022-04-20T22:36:45.344Z
385,Ansible Health,https://www.linkedin.com/in/jackpo/,2022-04-20T22:36:45.340Z
386,Windfall,"Connect: Byu Pattawan (Product) - B.S. and M.S. from JHU
https://www.linkedin.com/in/pjareon/ 

Total Funding: $30M (wrapped $21M Series A in Jan '21). Notable VCs have backed.

Powered by AI, Windfall provides contextual analysis to data-driven organizations, putting customers’ databases in a contextual framework so they can make critical strategic decisions. Their platform provides a 360-degree view of the database to accelerate workflows and drive better performance. ",2022-04-20T22:36:45.337Z
387,Gattaca Horizons,"Connect: CEO - Daniel Gorfine (M.A. from SAIS, A.B. from BrownU, JD from GW, adjunct professor at Carey 2012-2016)
https://www.linkedin.com/in/daniel-gorfine-97254b31/


Daniel brings a lot of experience in FinTech innovation as well as the financial markets. Previously founded the Digital Dollar Project (partnership between Accenture and the Digital Dollar Foundation to advance the exploration of a United States Central Bank Digital Currency).

Product: help startups and mature companies navigate the evolving FinTech landscape and positively impact the future of customer-centric finance.


",2022-04-20T22:36:45.336Z
388,Cage Pharma,"https://www.cagephar.ma/

preclinical bio-pharmaceutical company pursuing a Phase 1 clinical study for CP-102, its lead compound targeting tumor metabolism by specifically inhibiting tumor glycolysis.
Cage Pharma was founded in late-2017 to develop its lead compound, CP-102, that was discovered in the laboratories of Drs. Bert Vogelstein, Kenneth Kinzler and JF Geschwind at Johns Hopkins School of medicine. 

Cage Pharma completed a seed round of funding (2M) in early 2018, which supports its initial efforts for IND submission. The Company is now targeting a $15 million fund raise to carry the company through IND-enabling efforts, drug manufacturing, and Phase 1.  The timeline for IND-enabling and drug manufacturing carries through 2021, with Phase 1 trial enrollment beginning in 2022.

Catalio and JHTV did the seed.
",2022-04-20T22:36:45.335Z
389,Bayesian Health,"Research-backed AI platform that helps health systems deliver safer and higher quality care. Came out of stealth in July 2021, but have been operating for 3 yrs. 

Raised 15M so far, with A16Z, Catalio, Health2047 Capital. Reached out on 8.6.21

Hop connect, Dr. Suchi Saria

https://www.bayesianhealth.com/2021/07/11/why-were-coming-out-of-stealth-mode/",2022-04-20T22:36:45.330Z
390,Curibio,"High throughput cultureware featuring nanopatterned surfaces that allows for more biomimetic tissue in drug screening and disease modelling. Cultureware also has data analytics software allowing for AI-enabled phenotypic screening. 

Hopkins Connect: Deok-Ho Kim, PhD, Scientific Founder",2022-04-28T15:18:28.056Z
391,Aquinty,"March Watson - founder, JHU master’s in CS. Previous co-founder ar StreamMetrics (acquired). https://www.linkedin.com/in/markkettner/

Empowering seniors to access remote care at home. Works with healthcare providers and payers to extend care services to seniors by providing fully-managed, integrated technology and associated support. Founded 2021. https://www.aqunity.com",2022-04-28T15:18:28.046Z
392,Eikonoklastes Therapeutics Inc.,"Eikonoklastes is developing a state-of-the-art immunotherapy for the treatment of several diseases with significant unmet clinical need, with Triple Negative Breast Cancer as the lead indication.

https://www.linkedin.com/in/samuel-y-lee/

https://eikonoklastes.com/

2.8M USD in Seed Funding (March 2020)",2022-04-20T22:36:45.320Z
393,Phalanx,"Phalanx is a data security firm which provides field-level data encryption. This allows companies to provide role-based access in order to ensure the protection of at-rest data. Their product, Hoplon Encrypt, also allows clients to stay compliant with HIPAA or GDPR. Overall, their solutions reduce potential for data breaches/attacks. 
Austin Garrett: Co-founder and CTO
Phalanx is a part of Techstars' class of 21. As well, the firm has been mentioned on Techcrunch's article covering the accelerator's latest class. ",2022-04-20T22:36:45.312Z
394,Layla Barapour,"Co-founder / CEO: Layla Bararpour, B.S. in AMS, BME, and Psych from Hopkins, MS in BME from Stanford

Not sure what company Layla is working on, but based on her academic rap sheet, she is immensely talented. She triple majored at Hopkins then got her MS at Stanford, and is currently a PHD there. Sounds promising, so I reached out on LinkedIn",2022-04-20T22:36:45.305Z
395,Bobby B.,"Not much info. Stealth startup focused on fintech founded in 2019.

Founder: Bobby B. Took Data Science post-graduate program at Hopkins in 2017. https://www.linkedin.com/in/bhurji/

Stealth startup, would like to learn more, anything in FinTech interests me.",2022-04-20T22:36:45.301Z
396,Homebase.io,"Relational database that lives in the browser.

Co-founder: Chris Smothers, attended Hopkins part time in High School then got his BA in visual story-telling from Brown University in 2011. Significant experience in development, as well as a successful exit. https://www.linkedin.com/in/chrissmothers/

Extremely unique within the tech space-- I have never heard of a local database and I would love to learn more.
https://homebase.io/",2022-04-20T22:36:45.259Z
397,ShipShape AI,"AI and IoT company that automates home maintenance. Raised undisclosed seed funding in November 2020.

CEO / Founder: Alexander Linn  https://www.linkedin.com/in/alexander-linn-7531a531/

Really cool USP in a very quickly evolving market. SmartHome innovations are interesting and the founder did his Masters at Hopkins. 

Reached out on LinkedIn (InMail) with no response.",2022-04-20T22:36:45.257Z
